0,491;1,55;3,84;analisis
0,445;1,62;3,39;analisis
0,424;2,91;2,92;analisis
0,447;1,95;2,65;analisis
0,653;1,21;2,55;analisis
0,942;1,51;2,3;analisis
0,924;1,46;2,28;analisis
0,706;2,54;2,24;analisis
0,671;2,31;3,59;investigacion
0,514;3,24;4,02;investigacion
0,77;4,11;3,82;investigacion
0,798;4,97;3,62;investigacion
0,766;5,01;3,23;investigacion
0,857;4,27;2,23;investigacion
1,011;3,45;2,26;investigacion
1,008;2,6;2,27;investigacion
